X,Y,Z,cluster
-631.886,410.932,101.718,2
-350.871,916.135,-918.149,0
601.367,-758.354,977.722,1
39.7656,-680.349,-747.795,0
-375.042,534.043,-889.279,0
311.319,389.02,702.872,2
365.703,-171.544,292.398,1
725.7,-194.8,865.352,1
-520.676,-817.377,-349.528,0
-127.781,255.837,-816.095,0
-513.962,350.749,352.825,2
-169.042,126.072,504.074,2
223.914,-428.083,-203.04,1
-61.4337,-808.283,-985.29,0
-50.2639,-521.47,253.212,2
-240.944,-987.487,-843.562,0
358.501,810.969,-601.794,1
442.061,-25.3608,-858.699,1
77.5476,-228.431,746.941,2
-47.8224,31.6477,-559.252,0
-929.685,-788.385,896.054,2
923.399,383.892,21.7598,1
107.761,678.213,-0.0914917,1
-619.861,870.296,-493.515,0
-719.047,899.228,245.766,2
-476.852,977.172,44.5876,2
-310.037,-196.57,535.814,2
-544.42,-659.536,767.693,2
-803.461,910.581,371.319,2
367.473,-316.141,-501.389,1
726.615,134.556,309.916,1
561.754,545.763,155.492,1
299.906,968.078,592.334,2
-964.721,152.745,-719.657,0
-0.579773,-89.2666,-150.548,0
381.207,643.849,578.112,1
721.183,-882.443,462.02,1
795.648,-209.387,527.94,1
-980.773,825.373,398.114,2
-786.615,-354.045,274.575,2
-74.4956,-583.789,-547.533,0
-698.355,430.097,367.534,2
-464.644,-753.227,-998.474,0
467.33,687.552,751.641,1
-346.355,859.127,925.108,2
429.243,-436.384,-38.85,1
142.552,147.618,-527.94,0
-482.406,209.937,-10.8951,0
-944.945,-268.41,-176.366,0
947.569,-918.21,42.6954,1
423.505,426.984,-830.5,1
-888.241,489.242,602.832,2
949.034,574.816,527.513,1
709.525,-547.594,129.368,1
63.9363,-684.011,536.363,2
515.305,950.621,-347.819,1
-847.469,-47.8835,302.835,2
48.6771,279.153,596.79,2
-622.425,552.233,-676.26,0
582.69,-294.778,-220.618,1
-187.536,203.589,788.446,2
-928.77,-823.786,-195.532,0
679.006,11.1393,447.249,1
-58.0767,-252.785,368.328,2
678.274,-623.402,954.405,1
529.649,-103.061,-539.781,1
941.649,-517.502,-592.273,1
479.476,-751.701,410.688,1
-745.781,519.578,-28.6568,0
966.002,-346.171,409.772,1
-821.711,278.298,217.689,2
-686.331,387.616,-233.558,0
-231.666,526.048,-573.351,0
-187.719,567.797,39.6436,2
982.238,-639.637,-232.582,1
-556.139,154.271,506.333,2
-105.869,-282.021,-673.635,0
-864.498,-816.889,-518.723,0
-335.063,-324.503,-428.327,0
263.039,-440.046,-976.257,0
-835.139,354.045,-680.532,0
-285.745,987.243,-196.814,0
430.586,-615.833,831.172,2
120.762,699.454,604.358,2
16.2664,-748.772,-417.585,0
135.472,-129.063,-621.509,0
-978.515,-327.677,-250.832,0
124.912,95.6145,-861.019,0
-604.724,708.06,801.386,2
597.522,-531.785,-383.282,1
-725.089,-168.31,-960.936,0
-631.031,-232.093,-330.058,0
-126.316,914.792,-310.648,0
108.554,312.418,-754.692,0
-972.839,-701.956,560.717,2
772.637,460.616,455.794,1
202.002,40.4371,-523.484,0
766.411,-254.25,329.997,1
802.545,-666.616,-976.867,1
-277.261,468.551,243.629,2
243.202,-817.255,-189.978,1
-191.931,521.104,220.924,2
725.272,40.3151,-308.084,1
703.665,498.337,-563.891,1
222.327,368.999,-497.848,0
-883.541,-968.322,611.988,2
91.7081,-603.992,36.5918,1
101.901,2.22791,839.9,2
-770.013,794.549,562.853,2
871.456,-891.72,-99.1546,1
-960.021,-6.68347,258.461,2
375.652,-578.356,683.95,1
917.966,-511.765,955.687,1
-967.223,319.376,37.3853,2
754.57,175.939,633.656,1
-226.539,-220.862,-404.706,0
-677.724,-409.894,513.474,2
-656.667,713.126,47.9446,2
-355.998,-743.583,610.706,2
792.657,54.7808,218.482,1
754.753,430.342,-548.265,1
-461.653,938.353,-577.563,0
-71.4438,-497.299,-400.739,0
-437.788,-214.209,-832.514,0
696.036,596.362,-82.5525,1
449.69,-318.278,-446.944,1
75.3502,582.69,388.104,2
-659.597,-674.123,-2.41089,0
-367.595,175.756,9.79651,2
-307.596,-641.102,410.566,2
-480.941,-847.652,-871.151,0
311.747,-797.601,883.175,2
769.585,-637.379,712.15,1
620.411,-2.71613,646.413,1
-895.199,-723.075,824.336,2
873.043,-991.028,-308.695,1
-435.835,-385.54,-829.34,0
239.235,247.169,308.634,1
-308.39,370.83,257.79,2
595.325,-730.033,136.57,1
8.45367,547.349,759.026,2
763.421,-540.269,357.952,1
353.008,344.707,-698.477,1
48.433,716.239,-294.595,0
-393.414,756.89,-635.548,0
506.15,-230.872,172.704,1
613.636,647.511,541.429,1
-323.038,407.392,-961.974,0
-19.9896,-246.986,335.673,2
787.835,115.268,-771.111,1
157.506,890.133,155.492,1
914.365,-859.859,-545.518,1
-961.119,-805.414,-473.006,0
552.294,-853.938,144.2,1
447.249,-261.33,-15.717,1
-277.688,-421.247,312.54,2
-342.021,613.025,878.414,2
-622.73,936.094,-727.775,0
-309.793,-235.145,-270.302,0
-255.592,-454.268,885.8,2
793.146,-188.574,-32.197,1
566.942,458.663,35.493,1
-409.162,940.916,-779.656,0
-740.471,-89.5107,447.859,2
-22.5531,-872.921,-26.0933,1
-986.328,750.053,-816.218,0
-675.588,466.292,-319.254,0
-875.851,-487.289,-747.734,0
-866.634,-255.47,-513.474,0
-482.223,701.956,-833.857,0
-828.12,-385.662,-57.7104,0
-109.714,558.702,93.1731,2
639.149,-752.739,601.856,1
250.465,-579.455,803.4,2
-747.978,-714.225,532.457,2
-713.37,927.732,-863.582,0
-414.106,595.019,740.715,2
-950.255,89.9381,-551.195,0
-211.402,956.542,-418.805,0
250.588,826.045,-292.52,1
-835.444,-285.989,626.759,2
-764.153,-723.93,825.312,2
350.688,707.694,-519.272,1
698.599,226.234,-276.467,1
-881.466,-110.996,-137.425,0
633.046,610.462,-275.124,1
502.365,-974.67,236.61,1
-778.13,529.099,458.113,2
200.476,142.125,540.513,2
486.679,789.789,-240.333,1
-699.026,57.1002,448.409,2
-103.671,885.373,-675.1,0
570.422,-211.219,326.579,1
-38.3007,829.524,-649.22,0
79.8669,-987.06,-144.2,1
391.949,615.711,368.938,1
-926.756,356.426,-545.701,0
911.435,509.262,143.223,1
-46.1134,-601.245,389.752,2
571.764,165.38,-848.323,1
-668.264,-946.532,-933.775,0
602.283,946.349,-966.185,1
485.336,768.792,-336.283,1
-234.291,31.8918,-280.984,0
-405.744,977.966,-659.108,0
-916.013,-763.665,0.213684,0
947.508,685.354,-154.82,1
-91.8301,102.329,337.993,2
273.415,250.099,841.67,2
891.843,97.6898,917.966,1
622.791,-426.74,-157.506,1
726.31,839.168,-308.939,1
113.926,-740.165,-473.189,0
-232.887,456.832,-446.638,0
-425.581,155.919,-253.944,0
166.356,750.053,214.637,1
926.756,214.271,856.38,1
86.7642,-86.9472,-80.111,1
327.86,161.168,-538.743,1
246.01,-418.378,269.692,1
-173.193,173.315,-565.477,0
-314.615,-980.346,-815.18,0
-100.681,-15.778,469.344,2
-479.842,-327.677,-167.821,0
913.083,-238.38,-375.286,1
-238.929,318.766,314.982,2
610.584,-4.97449,655.873,1
347.087,903.44,-610.034,1
-673.879,743.462,-425.336,0
549.303,67.4154,647.206,1
-874.569,-822.565,-857.967,0
143.101,-314.798,734.794,2
-376.385,648.366,89.2057,2
454.878,-406.903,-426.862,1
147.008,-211.402,-941.649,0
812.922,-584.399,-664.174,1
-591.601,-364.788,788.202,2
-671.926,215.247,-475.814,0
212.256,-275.613,-803.705,0
-456.526,849.178,983.398,2
149.022,-217.811,987.304,2
-427.351,670.827,-555.162,0
21.8208,-719.657,477.035,2
-851.497,-186.56,388.653,2
128.269,-10.4678,-261.513,1
-226.295,981.201,942.015,2
742.546,-6.01208,173.742,1
-848.933,711.112,429.182,2
-541.002,683.584,468.856,2
532.029,-302.164,297.037,1
720.145,256.813,-174.352,1
-207.8,-756.34,-274.697,0
103.061,-491.134,653.737,2
-806.207,465.194,529.71,2
39.4604,-616.382,-219.581,0
152.623,796.808,-762.932,0
832.27,196.265,-36.6527,1
-838.252,836.055,698.965,2
-629.994,826.045,303.507,2
575.671,-78.3409,-432.844,1
67.5985,-206.336,-681.082,0
475.692,-720.511,630.787,1
533.982,217.933,191.26,1
577.868,-647.084,-340.8,1
535.875,448.531,296.976,1
-649.403,-682.424,258.278,2
-765.435,941.038,825.007,2
435.591,-1.49536,577.929,1
678.823,927.793,-681.814,1
-640.919,727.897,-236.488,0
-618.152,896.725,604.907,2
-364.605,339.457,-941.71,0
755.181,63.9973,59.7247,1
-54.5365,750.237,-293.191,0
-546.007,-826.899,-300.76,0
374.249,678.213,512.62,1
570.422,-685.293,526.902,1
960.143,-764.641,-667.653,1
330.912,293.802,48.3719,1
-701.102,671.377,181.127,2
773.492,622.608,222.938,1
900.083,671.499,236.793,1
-962.035,735.832,559.801,2
-329.508,-414.899,115.574,2
657.582,763.604,-146.153,1
-455.367,-971.923,-411.359,0
-161.962,-594.714,431.868,2
-857.234,-288.614,681.753,2
401.654,371.441,-994.079,0
673.086,353.435,86.3369,1
-892.331,757.5,544.481,2
-659.169,380.902,269.143,2
691.763,824.885,233.436,1
-448.531,-937.01,841.487,2
-563.158,248.146,-146.886,0
428.327,-988.159,-104.709,1
-342.265,-814.081,993.774,2
876.888,857.601,375.836,1
-611.866,805.475,724.845,2
850.215,631.581,392.071,1
65.1571,376.446,-132.054,1
-134.007,207.251,-81.1487,0
354.289,8.3316,152.44,1
-560.778,307.108,861.324,2
696.951,780.45,504.013,1
175.756,-660.634,193.579,1
950.194,659.292,785.943,1
72.8478,-74.9229,87.9238,1
865.658,459.578,-280.313,1
-656.484,668.203,-121.555,0
378.155,439.558,717.155,2
68.209,-244.606,-403.058,0
-9.18604,169.469,-795.892,0
-565.538,-397.076,931.944,2
-797.113,-666.189,-43.794,0
503.586,238.258,43.4279,1
-818.781,364.666,-746.879,0
-416.974,-327.128,968.627,2
974.365,511.582,536.546,1
-347.697,431.257,-379.315,0
757.622,378.582,-21.3934,1
116.794,905.759,-126.987,1
-864.376,-646.718,186.804,2
-281.655,554.003,177.099,2
655.019,967.467,427.107,1
949.95,-602.1,839.412,1
653.798,308.634,506.211,1
59.1754,-932.249,-274.331,0
-358.745,405.011,-953.734,0
-66.4998,-986.694,-975.097,0
810.358,274.148,-418.5,1
-914.609,-271.584,-962.523,0
289.529,-685.232,-63.0207,1
-149.754,-851.009,3.3266,2
589.892,177.953,-16.9988,1
22.9194,-951.476,-996.887,0
-358.257,429.121,327.311,2
-258.522,-495.895,-792.657,0
-896.481,-541.124,76.51,2
726.249,-391.766,451.888,1
501.755,460.616,-292.947,1
-746.452,-209.204,546.434,2
485.397,-872.005,-410.26,1
730.033,-349.834,-884.335,1
-705.924,275.002,60.3352,2
-308.512,-676.321,-612.171,0
-301.309,99.3378,-630.238,0
-273.659,397.87,-575.61,0
-572.497,551.866,-367.595,0
466.72,426.252,89.0836,1
689.993,477.34,269.631,1
655.324,-465.987,-178.869,1
98.7885,-878.658,-329.997,0
627.186,590.075,-732.475,1
-671.682,489.975,-898.984,0
-403.729,276.406,-715.384,0
-523.484,-835.749,571.276,2
156.957,-673.33,997.131,2
567.248,752.495,591.296,1
-352.214,488.876,-254.372,0
200.781,462.691,883.847,2
733.024,647.755,-882.87,1
266.335,551.683,-718.619,0
982.666,-734.916,86.0928,1
136.693,888.852,-412.702,0
625.904,-888.668,842.708,1
-888.424,-163.305,303.14,2
266.823,-577.319,407.086,1
319.62,320.109,-900.571,0
-566.82,372.906,862.911,2
-930.174,-395.184,972.839,2
-371.075,-655.568,254.555,2
-971.007,167.089,-558.458,0
-667.776,176.977,115.146,2
-183.813,368.572,138.279,2
367.84,605.274,-511.277,1
-71.0165,702.261,-997.986,0
539.72,727.958,422.468,1
-428.205,-606.922,-781.915,0
-413.556,821.345,-513.474,0
-787.713,-622.669,334.88,2
-334.147,377.606,-818.11,0
-210.791,390.057,-130.955,0
938.353,159.825,-637.379,1
-313.578,316.202,431.074,2
650.99,-433.943,-709.098,1
122.837,356.487,220.435,1
-324.625,946.165,897.946,2
737.785,170.751,-100.131,1
970.947,954.344,499.68,1
-878.17,-754.875,611.927,2
-816.218,805.902,862.85,2
113.01,528.489,497.971,2
800.226,685.965,-623.341,1
-916.257,-845.027,773.125,2
-804.376,780.267,421.979,2
453.719,57.0392,-556.627,1
-180.7,714.774,75.1061,2
505.051,728.324,-618.152,1
863.827,850.887,309.061,1
522.935,575.976,-47.1511,1
-646.107,-863.338,-912.595,0
567.431,-557.787,-60.8234,1
887.814,312.845,-541.856,1
60.2742,240.516,438.398,2
534.166,462.935,175.878,1
-903.439,-517.136,-102.573,0
-122.349,-567.431,-219.886,0
203.467,26.9479,-197.851,1
160.253,772.149,666.128,2
431.074,-111.545,981.079,2
-856.136,-171.606,770.44,2
414.045,705.985,-733.695,1
963.317,-321.146,-708.426,1
638.783,649.587,-364.971,1
-899.472,11.3224,637.196,2
-155.736,491.806,175.512,2
-52.5223,55.9404,776.666,2
518.662,-545.823,-459.517,1
-531.175,-476.363,-364.36,0
82.8578,554.735,209.327,2
-497.421,-551.744,-655.385,0
-174.841,764.702,-866.085,0
469.527,112.156,297.464,1
-782.647,584.216,-557.054,0
972.533,115.879,340.129,1
-847.285,-86.1537,67.9647,2
-809.259,-625.111,242.042,2
150.365,-409.589,692.313,2
-630.543,-357.585,151.28,2
917.966,-91.1588,-449.202,1
319.193,-683.035,257.363,1
-893.246,131.748,-417.707,0
919.248,-951.231,-379.192,1
-123.081,-371.136,502.426,2
-577.807,-744.865,-662.282,0
-729.24,-844.966,775.14,2
126.377,347.392,-867.489,0
615.223,-894.711,464.4,1
-32.0749,-493.271,-633.839,0
-511.826,-362.712,-203.833,0
46.7849,475.326,561.632,2
447.92,571.276,-798.822,1
271.34,-698.538,-871.029,0
973.632,214.942,895.078,1
454.146,-455.733,275.063,1
-832.27,968.322,-69.6127,0
-446.394,-646.352,349.468,2
-41.4746,989.624,379.315,2
-411.481,344.34,370.647,2
77.7307,597.278,119.358,1
-697.684,531.846,-571.093,0
-781.793,696.524,-141.575,0
175.329,-961.425,342.082,1
-253.151,-398.358,785.821,2
-880.367,-936.583,-417.768,0
415.754,-575.732,835.505,2
-600.146,-12.2989,356.609,2
925.962,970.336,239.601,1
-753.288,-287.393,-944.517,0
198.706,72.4205,-916.562,0
-472.091,639.882,334.391,2
60.9456,-252.968,-796.136,0
950.987,-632.618,112.888,1
-11.3834,734.977,245.094,2
857.112,-574.755,15.1067,1
-158.299,-865.108,-748.039,0
964.293,475.631,480.636,1
398.358,-802.667,-908.078,0
-311.441,591.662,201.331,2
223.06,-817.499,-501.144,1
-840.266,764.702,-63.9973,0
216.285,-266.03,-117.954,1
-994.507,919.065,364.483,2
356.243,739.921,-516.526,1
-346.294,685.354,-272.133,0
894.467,-606.006,251.747,1
546.129,250.832,801.691,1
867.977,371.197,-819.636,1
521.653,-985.595,-483.505,1
477.95,-36.7137,81.0267,1
-41.6577,778.436,531.48,2
924.68,911.985,77.6086,1
314.005,56.1846,-478.622,1
-86.9472,789.117,-231.361,0
-275.063,-982.36,-885.556,0
-480.758,-641.041,258.4,2
561.51,877.987,562.487,1
-327.555,655.812,-645.253,0
-455.367,-585.681,-412.275,0
-581.591,778.863,-575.671,0
454.939,19.4404,-315.775,1
-366.497,-100.925,929.014,2
858.577,-484.725,700.125,1
-793.146,-76.0826,797.784,2
889.401,111.057,48.8602,1
148.412,945.799,-238.929,1
-791.986,-355.632,-364.788,0
-132.542,-756.951,-160.314,0
58.3209,-159.154,786.737,2
-756.767,466.536,591.54,2
-887.265,-980.712,-588.855,0
-666.25,973.937,722.953,2
-213.477,-294.046,-508.957,0
-116.611,-669.912,520.188,2
-844.966,-752.678,142.43,2
-547.655,5.21869,495.346,2
788.751,987.365,-955.077,1
242.531,-454.573,929.685,2
-40.498,-862.239,353.496,2
793.512,-804.498,-127.171,1
41.1696,383.831,-532.029,0
913.755,379.254,-118.198,1
753.777,-232.154,-469.893,1
-253.639,-162.633,598.376,2
454.634,-255.409,469.222,1
-1.19019,837.764,-576.22,0
-800.165,-259.438,96.9574,2
-662.77,952.391,305.155,2
34.6996,-663.503,-604.236,0
14.4353,698.05,-757.561,0
181.738,-429.06,7.66022,1
207.923,106.662,820.917,2
719.169,84.0175,262.429,1
-448.103,-721.122,-896.725,0
237.831,-860.775,136.57,1
-808.832,-566.759,851.375,2
77.3645,-780.694,551.317,2
-371.319,136.631,-487.472,0
-674.856,-852.84,-341.655,0
-77.4865,-451.46,979.919,2
61.2507,780.084,-531.541,0
-331.645,874.142,-961.119,0
603.565,516.77,-396.771,1
923.399,-948.79,-78.6462,1
-5.70691,-607.41,345.256,2
-952.513,251.442,-266.518,0
-73.397,666.86,-224.097,0
-404.828,290.445,-33.1736,0
-13.7028,777.337,870.907,2
-853.877,-216.102,-915.403,0
-273.11,607.044,-775.201,0
-438.887,-908.628,558.031,2
-38.5448,-585.62,-154.149,0
-160.375,16.2664,-54.7807,0
984.008,-215.186,-549.913,1
-207.556,-875.118,-72.7866,0
487.289,807.611,141.087,1
-630.482,660.39,870.357,2
-39.1552,624.683,537.095,2
958.19,609.668,-258.034,1
591.662,782.403,552.416,1
-469.1,783.014,302.835,2
-601.428,-304.544,-597.095,0
-565.538,33.2958,690.481,2
755.73,-742.607,236.854,1
-886.471,232.887,-956.542,0
854.732,-555.223,344.524,1
411.908,581.225,-53.682,1
270.302,926.084,418.378,1
-465.682,492.66,444.38,2
-126.072,-562.975,-925.84,0
537.645,-40.8643,449.507,1
-857.479,285.073,-949.278,0
-401.166,144.322,761.773,2
678.091,-967.467,431.44,1
-469.527,-701.346,941.221,2
-258.461,-550.951,-874.996,0
-670.705,-863.887,-892.453,0
63.7532,446.455,957.762,2
-793.817,-168.493,690.42,2
368.999,187.536,308.695,1
-203.711,-963.317,-565.111,0
-806.33,122.837,522.691,2
-650.014,-979.003,-151.28,0
-56.0014,621.387,604.846,2
891.904,-534.349,-2.71613,1
970.824,-636.036,187.414,1
874.874,838.618,-627.735,1
-12.2989,18.0365,-281.899,0
-18.2195,-112.705,717.094,2
-318.766,150.06,494.919,2
-298.257,-128.513,-552.721,0
-903.073,121.25,815.119,2
-626.148,955.138,-97.4456,0
595.08,-911.924,-627.308,1
-199.194,-49.1042,356.792,2
93.4172,453.23,366.863,2
-459.395,594.531,749.077,2
210.73,-572.375,-162.877,1
829.463,986.328,726.615,1
-963.988,27.6193,761.04,2
32.8685,-988.708,-936.216,0
832.392,79.8669,685.049,1
806.024,694.998,-912.29,1
284.158,909.909,-629.078,0
-977.416,-186.254,650.319,2
165.868,-421.918,361.98,2
-743.889,913.144,-307.779,0
799.249,62.4104,769.402,1
-588.061,-565.111,-209.754,0
-377.361,-82.2473,-806.635,0
-730.888,-823.298,521.043,2
-128.025,912.839,-226.234,0
446.455,43.611,-738.762,1
17.4261,212.195,166.479,2
-98.1169,-740.593,420.271,2
-537.034,-917.722,11.9938,2
769.219,131.26,-673.452,1
348.491,-897.458,-549.486,1
-631.886,-645.253,-695.853,0
-655.934,-288.552,-306.009,0
-145.421,-38.4838,135.472,2
346.965,-140.904,842.952,2
450.423,-409.162,362.041,1
227.943,821.406,-721,0
-242.47,71.3218,970.824,2
483.566,-888.363,-671.377,1
572.07,-436.018,206.092,1
-926.45,147.374,724.113,2
117.771,9.73547,781.976,2
119.785,-854.183,-59.9078,1
-33.2957,-420.209,-101.169,0
-245.094,-117.038,-997.497,0
354.289,-497.177,-559.252,1
-509.018,704.032,-894.406,0
383.465,288.858,796.564,2
-719.535,771.417,-421.003,0
-10.1626,-768.487,157.018,2
209.021,226.966,673.818,2
-236,403.852,146.58,2
750.969,-17.9143,529.832,1
-959.044,-589.099,491.989,2
-28.0464,474.899,-199.377,0
-669.484,-813.044,376.202,2
-757.256,210.547,994.324,2
-587.573,-643.178,406.842,2
168.432,464.4,888.18,2
520.921,-606.067,-989.624,1
-194.983,437.422,646.901,2
-767.144,229.286,784.295,2
63.8752,-339.885,760.43,2
209.266,-637.501,-843.989,0
-242.958,-214.209,-125.156,0
-930.54,138.279,859.432,2
256.264,356.914,-733.695,0
-351.054,-66.744,-510.422,0
474.349,913.633,-648.122,1
-41.1084,-198.95,-0.762939,2
-911.008,-808.588,494.858,2
-424.238,889.706,-312.906,0
849.971,378.643,693.045,1
192.175,-62.8376,266.762,1
708.426,-280.007,791.559,1
909.238,605.335,232.032,1
-380.169,413.495,878.781,2
791.131,589.648,-792.474,1
452.925,-999.512,763.238,1
-511.826,-414.167,540.269,2
738.456,-451.399,137.303,1
613.453,-440.718,-702.811,1
262.185,115.513,-541.917,1
280.007,-407.514,338.847,1
992.615,520.188,-29.8165,1
-975.585,139.805,-514.267,0
-207.129,-425.764,-90.0601,0
-500.839,-964.476,235.878,2
41.3527,900.571,-989.258,0
-927.366,-658.864,-722.465,0
-70.6503,-468.734,232.093,2
73.8243,324.503,419.477,2
69.2466,889.34,-598.437,0
-893.49,788.629,783.868,2
376.202,-241.127,-549.425,1
897.824,-136.692,-576.647,1
-760.125,-298.563,-620.716,0
-229.469,-514.512,-814.814,0
19.9897,-689.138,262.551,2
-695.425,376.812,-104.099,0
138.34,991.211,754.021,2
317.24,626.209,-957.823,0
-251.259,815.241,-92.0743,0
-797.845,257.546,-688.955,0
-611.133,747.978,970.275,2
-826.533,-352.336,890.439,2
415.51,-666.799,-657.765,1
304.849,-380.963,557.665,1
-363.811,103,438.093,2
698.233,-293.191,-441.084,1
-366.436,722.77,-102.512,0
901.059,-256.203,345.805,1
77.5476,483.444,820.734,2
-931.455,-228.858,648.427,2
92.3796,-557.604,-381.268,0
-407.208,-386.517,366.314,2
732.719,-448.897,967.162,1
-766.961,-490.158,606.983,2
-921.018,735.038,464.095,2
446.455,208.289,-857.479,1
640.37,-634.938,176.122,1
-131.87,173.742,841.609,2
-104.526,-872.799,555.284,2
989.868,263.527,-489.73,1
-832.82,-796.93,-519.333,0
276.528,-349.467,-698.66,0
857.234,183.569,667.104,1
-504.257,170.995,-335.673,0
618.214,481.43,638.539,1
164.281,883.603,-28.1685,1
561.51,-548.997,-858.333,1
987.365,-288.064,709.464,1
-665.212,209.815,-482.04,0
234.352,-158.788,-283.792,1
-887.204,-466.72,416.974,2
403.852,309.732,651.723,1
-530.808,418.928,-434.858,0
533.921,224.83,902.524,1
-7.47699,-768.914,-644.703,0
364.116,-510.422,-230.14,1
621.876,-2.04468,41.2916,1
493.21,-898.068,-747.734,1
261.086,-313.395,560.839,2
-34.8216,232.948,-697.623,0
-470.382,379.925,716.727,2
-406.842,653.676,-649.281,0
-220.801,-531.114,872.067,2
53.499,913.572,388.592,2
992.309,-488.021,-290.567,1
599.902,221.656,-746.391,1
-863.521,-461.409,218.421,2
-593.738,503.525,-798.822,0
224.83,-450.972,155.98,1
302.225,-155.553,629.688,2
974.487,29.0842,-972.9,1
-739.433,735.893,-791.986,0
-176.916,706.412,401.349,2
-308.573,-531.114,-124.546,0
391.278,-218.726,-631.642,1
627.613,-87.8627,499.619,1
-469.832,711.112,-603.809,0
519.761,-974.67,640.614,1
-883.358,569.811,26.3375,2
-170.629,41.7799,-879.025,0
-9.125,287.82,-10.9561,1
174.719,-446.944,-799.371,0
-856.563,958.495,683.645,2
695.975,0.763,345.256,1
682.241,117.71,-200.537,1
-191.87,564.562,-885.067,0
503.464,-278.237,-593.554,1
859.92,398.114,825.19,1
-792.84,-292.764,361.736,2
-344.096,-164.891,607.41,2
875.912,-229.469,617.847,1
586.474,835.872,-437.971,1
139.195,-395.245,225.135,1
487.472,806.024,-893.124,1
-285.256,518.723,-253.212,0
-424.421,-748.039,627.857,2
604.785,-597.705,698.721,1
-879.513,-211.585,386.212,2
584.094,-370.83,-259.072,1
175.085,32.136,-420.637,0
792.291,959.777,-71.6269,1
940.794,155.431,735.222,1
386.517,76.2659,-370.403,1
440.352,578.967,500.656,1
573.595,-710.623,-6.92767,1
-637.379,-290.017,-392.865,0
-824.946,-538.377,325.419,2
-519.639,-974.303,-387.86,0
426.557,538.499,708.487,1
-831.477,416.242,-824.58,0
-766.228,-477.828,-148.534,0
525.62,781.732,384.137,1
-153.661,-494.125,825.007,2
-334.88,681.204,237.098,2
-884.335,766.045,-817.988,0
156.102,597.766,90.4874,1
-568.346,132.725,307.474,2
593.249,-624.561,902.402,1
-675.222,175.878,883.908,2
-872.311,-161.779,742.607,2
-165.014,-597.827,385.296,2
728.996,-221.229,-493.393,1
-668.996,915.525,-254.189,0
-766.9,-352.153,338.969,2
-236.854,87.2524,-941.649,0
114.231,639.821,182.043,1
603.687,-21.9427,-415.754,1
-364.788,-299.478,-631.275,0
216.285,784.051,748.833,2
-146.947,535.875,527.574,2
-647.206,713.187,-588.061,0
-888.363,-782.586,506.943,2
-847.163,666.982,-216.285,0
412.336,721.488,-186.254,1
-335.673,170.507,-842.891,0
-354.289,-57.2832,438.276,2
-232.398,-595.264,397.992,2
363.811,652.577,-839.961,0
717.948,196.936,121.799,1
-196.448,-236.915,-252.297,0
570.483,-326.029,944.029,1
504.624,-626.026,122.715,1
773.797,225.684,364.788,1
-666.738,659.902,-185.4,0
453.475,707.389,995.911,2
-705.069,957.518,-870.296,0
-383.16,693.777,198.828,2
-575.549,-319.681,648.549,2
934.019,315.226,-964.049,1
548.937,-821.589,201.697,1
145.482,-973.632,-11.8106,1
65.5233,616.199,603.687,2
760.796,-183.325,-589.77,1
-682.73,-381.878,-605.274,0
792.047,-875.24,-565.477,1
935.911,-923.338,-89.877,1
-929.136,-680.959,241.432,2
898.801,379.193,-596.301,1
-537.034,295.694,538.377,2
-729.057,643.483,958.495,2
285.196,-218.299,986.328,2
918.149,-397.931,-236.793,1
686.392,559.74,-575.732,1
-862.606,795.282,-723.624,0
929.075,-697.012,-674.856,1
-592.273,969.787,-916.257,0
653.249,276.223,-783.38,1
-444.014,289.529,133.824,2
-433.027,67.5985,70.6504,2
831.111,-611.988,760.308,1
-158.422,-978.271,-846.614,0
-90.7925,688.345,714.347,2
37.5684,-609.424,-216.163,0
984.558,29.0842,591.357,1
-90.1211,-339.763,126.194,2
72.2374,-283.242,791.009,2
-823.054,-702.078,-215.369,0
716.056,926.389,-254.677,1
546.861,541.978,-166.906,1
-296.365,-859.493,-156.835,0
-782.159,78.5852,-755.791,0
-602.588,307.047,-487.533,0
967.04,-230.995,-267.312,1
133.702,850.581,-447.554,0
52.2783,247.169,-952.574,0
88.2902,850.642,-720.878,0
-263.039,464.4,986.206,2
-712.027,-157.567,-385.235,0
-455.55,354.35,111.545,2
-671.133,60.7625,162.084,2
-377.667,982.849,-424.726,0
-916.196,-222.449,-193.335,0
-917.478,-917.722,850.093,2
-501.205,937.925,-258.95,0
-859.127,-999.695,-216.651,0
-263.649,-186.01,242.836,2
555.956,-937.254,-531.846,1
680.471,140.172,325.846,1
-489.181,-579.699,227.516,2
412.824,394.269,762.505,2
-54.2313,855.464,-221.778,0
-36.6527,-179.907,196.326,2
680.41,-966.796,-371.197,1
671.804,677.908,-617.481,1
-283.853,523.789,221.778,2
-872.616,324.381,252.663,2
-872.066,-131.626,508.347,2
124.912,-694.571,754.143,2
-805.963,-754.082,786.309,2
642.75,-55.1469,-486.923,1
-881.893,173.498,-3.57062,0
758.843,-817.011,560.717,1
-875.362,399.091,-496.017,0
923.338,907.285,-103.244,1
103.244,961.913,-57.0391,1
-644.765,-27.4361,795.587,2
-410.077,552.538,-779.778,0
772.088,-213.66,-270.424,1
-43.6719,-937.254,-484.42,0
445.357,977.966,-145.115,1
-521.836,-190.161,318.827,2
-45.1368,-466.414,409.894,2
723.808,613.208,473.922,1
-762.627,112.156,385.601,2
691.885,-64.6077,91.5861,1
-159.276,-693.655,-328.41,0
